fixture,context,alpha,onset_days,median_lag_days,mean_lag_days,total_mass,actual_bin_day_0,actual_bin_day_1,actual_bin_day_2,actual_bin_day_3,actual_bin_day_4,actual_bin_day_5,actual_bin_day_6,actual_bin_day_7,actual_bin_day_8,actual_bin_day_9,est_bin_no_shift_day_0,est_bin_with_shift_day_0,est_bin_no_shift_day_1,est_bin_with_shift_day_1,est_bin_no_shift_day_2,est_bin_with_shift_day_2,est_bin_no_shift_day_3,est_bin_with_shift_day_3,est_bin_no_shift_day_4,est_bin_with_shift_day_4,est_bin_no_shift_day_5,est_bin_with_shift_day_5,est_bin_no_shift_day_6,est_bin_with_shift_day_6,est_bin_no_shift_day_7,est_bin_with_shift_day_7,est_bin_no_shift_day_8,est_bin_with_shift_day_8,est_bin_no_shift_day_9,est_bin_with_shift_day_9
"param-registry/test/amplitude/window-paid-search-day2.json","window-paid-search-day2",0.01,4.045,7.000405092592593,9.358326898148148,9,0,0,0,0,2,1,0,3,1,2,0.0004476897001360336,0,0.0545556927010577,0,0.35058213488949774,0,0.7778789218438178,0,1.0706254018057118,0.10737435603605783,1.155853161837725,1.730990279343926,1.0896414372268581,2.6606510037079842,0.947620314576275,1.9805249332463106,0.7839154518639,1.1643425116572552,2.768879793555021,1.356116916008466
