window_start_uk,window_end_uk,funnel_id,onset_days,median_lag_days,mean_lag_days,total_k,actual_bin_day_0,actual_bin_day_1,actual_bin_day_2,actual_bin_day_3,actual_bin_day_4,actual_bin_day_5,actual_bin_day_6,actual_bin_day_7,actual_bin_day_8,actual_bin_day_9,est_bin_no_shift_day_0,est_bin_no_shift_day_1,est_bin_no_shift_day_2,est_bin_no_shift_day_3,est_bin_no_shift_day_4,est_bin_no_shift_day_5,est_bin_no_shift_day_6,est_bin_no_shift_day_7,est_bin_no_shift_day_8,est_bin_no_shift_day_9,est_bin_with_shift_day_0,est_bin_with_shift_day_1,est_bin_with_shift_day_2,est_bin_with_shift_day_3,est_bin_with_shift_day_4,est_bin_with_shift_day_5,est_bin_with_shift_day_6,est_bin_with_shift_day_7,est_bin_with_shift_day_8,est_bin_with_shift_day_9
1-Nov-25,30-Nov-25,switch-registered_to_switch-success,6.000804,6.277656,7.947080,488,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,284.000000,61.000000,53.000000,89.000000,1.823738,21.549027,45.505091,55.961714,55.811464,50.533957,43.561796,36.582151,30.295660,146.375402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,485.496506,2.484736,0.018297,0.000461
