fixture,context,alpha,onset_days,median_lag_days,mean_lag_days,total_mass,actual_bin_day_0,actual_bin_day_1,actual_bin_day_2,actual_bin_day_3,actual_bin_day_4,actual_bin_day_5,actual_bin_day_6,actual_bin_day_7,actual_bin_day_8,actual_bin_day_9,est_bin_no_shift_day_0,est_bin_with_shift_day_0,est_bin_no_shift_day_1,est_bin_with_shift_day_1,est_bin_no_shift_day_2,est_bin_with_shift_day_2,est_bin_no_shift_day_3,est_bin_with_shift_day_3,est_bin_no_shift_day_4,est_bin_with_shift_day_4,est_bin_no_shift_day_5,est_bin_with_shift_day_5,est_bin_no_shift_day_6,est_bin_with_shift_day_6,est_bin_no_shift_day_7,est_bin_with_shift_day_7,est_bin_no_shift_day_8,est_bin_with_shift_day_8,est_bin_no_shift_day_9,est_bin_with_shift_day_9
"param-registry/test/amplitude/window-paid-social-day2.json","window-paid-social-day2",0.01,4.635,7.000364583333333,6.24573880787037,6,0,0,0,0,2,0,0,4,0,0,0.00029847403881988477,0,0.03637164767544354,0,0.2337268129445642,0,0.5185941646472725,0,0.7137575492853009,0.0005575679113598575,0.7705731027209004,0.8140202444362923,0.7264289116688419,2.184684235809309,0.6317459064614163,1.5582919578977774,0.5226079850128533,0.7811403635831025,1.845895445544587,0.661305630362159
