fixture,context,alpha,onset_days,median_lag_days,mean_lag_days,total_mass,actual_bin_day_0,actual_bin_day_1,actual_bin_day_2,actual_bin_day_3,actual_bin_day_4,actual_bin_day_5,actual_bin_day_6,actual_bin_day_7,actual_bin_day_8,actual_bin_day_9,est_bin_no_shift_day_0,est_bin_with_shift_day_0,est_bin_no_shift_day_1,est_bin_with_shift_day_1,est_bin_no_shift_day_2,est_bin_with_shift_day_2,est_bin_no_shift_day_3,est_bin_with_shift_day_3,est_bin_no_shift_day_4,est_bin_with_shift_day_4,est_bin_no_shift_day_5,est_bin_with_shift_day_5,est_bin_no_shift_day_6,est_bin_with_shift_day_6,est_bin_no_shift_day_7,est_bin_with_shift_day_7,est_bin_no_shift_day_8,est_bin_with_shift_day_8,est_bin_no_shift_day_9,est_bin_with_shift_day_9
"param-registry/test/amplitude/window-other-day2.json","window-other-day2",0.01,5.33,8.65287037037037,10.778133055555555,33,0,0,0,0,0,1,1,11,4,16,0.01865287197332044,0,0.42852065480942475,0,1.3675304890853006,0,2.216891064589197,0,2.699417803500375,0,2.8497608786819626,1.7710625448453912,2.7791617103612944,6.297851280621273,2.5853787762314897,5.558268563970327,2.335546553204238,4.186082111579641,15.719139197563397,15.186735498983367
