window_start_uk,window_end_uk,funnel_id,onset_days,median_lag_days,mean_lag_days,total_k,actual_bin_day_0,actual_bin_day_1,actual_bin_day_2,actual_bin_day_3,actual_bin_day_4,actual_bin_day_5,actual_bin_day_6,actual_bin_day_7,actual_bin_day_8,actual_bin_day_9,est_bin_no_shift_day_0,est_bin_no_shift_day_1,est_bin_no_shift_day_2,est_bin_no_shift_day_3,est_bin_no_shift_day_4,est_bin_no_shift_day_5,est_bin_no_shift_day_6,est_bin_no_shift_day_7,est_bin_no_shift_day_8,est_bin_no_shift_day_9,est_bin_with_shift_day_0,est_bin_with_shift_day_1,est_bin_with_shift_day_2,est_bin_with_shift_day_3,est_bin_with_shift_day_4,est_bin_with_shift_day_5,est_bin_with_shift_day_6,est_bin_with_shift_day_7,est_bin_with_shift_day_8,est_bin_with_shift_day_9
1-Nov-25,30-Nov-25,energy-rec_to_switch-registered,4.145000,8.000434,8.993602,584,0.000000,0.000000,0.000000,2.000000,72.000000,51.000000,29.000000,74.000000,108.000000,248.000000,0.005025,1.209965,11.225259,31.909818,52.367284,64.464487,67.292293,63.499741,56.169036,235.857092,0.000000,0.000000,0.000000,0.000000,7.625161,74.105081,110.189828,100.041188,77.857897,214.180844
