fixture,context,alpha,onset_days,median_lag_days,mean_lag_days,total_mass,actual_bin_day_0,actual_bin_day_1,actual_bin_day_2,actual_bin_day_3,actual_bin_day_4,actual_bin_day_5,actual_bin_day_6,actual_bin_day_7,actual_bin_day_8,actual_bin_day_9,est_bin_no_shift_day_0,est_bin_with_shift_day_0,est_bin_no_shift_day_1,est_bin_with_shift_day_1,est_bin_no_shift_day_2,est_bin_with_shift_day_2,est_bin_no_shift_day_3,est_bin_with_shift_day_3,est_bin_no_shift_day_4,est_bin_with_shift_day_4,est_bin_no_shift_day_5,est_bin_with_shift_day_5,est_bin_no_shift_day_6,est_bin_with_shift_day_6,est_bin_no_shift_day_7,est_bin_with_shift_day_7,est_bin_no_shift_day_8,est_bin_with_shift_day_8,est_bin_no_shift_day_9,est_bin_with_shift_day_9
"param-registry/test/amplitude/window-influencer-day2.json","window-influencer-day2",0.01,4.178333333333334,6.272089120370371,8.59855613425926,28,0,0,0,0,10,4,1,5.404395604395605,0.421978021978022,7.173626373626374,0.003367251141154215,0,0.30825322828029056,0,1.6513772067430104,0,3.193440150073701,0,3.947786054077654,0.8592953435407975,3.90625848087364,10.070416582448456,3.4229731963467236,9.360722845437172,2.79559479921269,4.506355447638393,2.188809897404774,1.8696802238164905,6.582139735846363,1.333529557118693
