funnel_id,onset_days,median_lag_days,mean_lag_days,empirical_t95_days,sigma_shift_current,sigma_shift_tailpull,actual_bin_day_0,actual_bin_day_1,actual_bin_day_2,actual_bin_day_3,actual_bin_day_4,actual_bin_day_5,actual_bin_day_6,actual_bin_day_7,actual_bin_day_8,actual_bin_day_9,est_bin_no_shift_day_0,est_bin_no_shift_day_1,est_bin_no_shift_day_2,est_bin_no_shift_day_3,est_bin_no_shift_day_4,est_bin_no_shift_day_5,est_bin_no_shift_day_6,est_bin_no_shift_day_7,est_bin_no_shift_day_8,est_bin_no_shift_day_9,est_bin_shift_current_day_0,est_bin_shift_current_day_1,est_bin_shift_current_day_2,est_bin_shift_current_day_3,est_bin_shift_current_day_4,est_bin_shift_current_day_5,est_bin_shift_current_day_6,est_bin_shift_current_day_7,est_bin_shift_current_day_8,est_bin_shift_current_day_9,est_bin_shift_tailpull_day_0,est_bin_shift_tailpull_day_1,est_bin_shift_tailpull_day_2,est_bin_shift_tailpull_day_3,est_bin_shift_tailpull_day_4,est_bin_shift_tailpull_day_5,est_bin_shift_tailpull_day_6,est_bin_shift_tailpull_day_7,est_bin_shift_tailpull_day_8,est_bin_shift_tailpull_day_9
energy-rec_to_switch-registered,4.145000,8.000434,8.993602,25.397403,0.677063,1.037774,0.000000,0.000000,0.000000,2.000000,72.000000,51.000000,29.000000,74.000000,108.000000,248.000000,0.005021,1.209930,11.225337,31.909751,52.367313,64.464513,67.292229,63.499779,56.169066,235.857062,0.000000,0.000000,0.000000,0.000000,7.625187,74.105033,110.189834,100.041205,77.857936,214.180804,0.000000,0.000000,0.000000,0.000000,42.834082,97.568074,85.085019,66.487550,51.356216,240.669059
