funnel_id,onset_days,median_lag_days,mean_lag_days,empirical_t95_days,sigma_shift_current,sigma_shift_tailpull,actual_bin_day_0,actual_bin_day_1,actual_bin_day_2,actual_bin_day_3,actual_bin_day_4,actual_bin_day_5,actual_bin_day_6,actual_bin_day_7,actual_bin_day_8,actual_bin_day_9,est_bin_no_shift_day_0,est_bin_no_shift_day_1,est_bin_no_shift_day_2,est_bin_no_shift_day_3,est_bin_no_shift_day_4,est_bin_no_shift_day_5,est_bin_no_shift_day_6,est_bin_no_shift_day_7,est_bin_no_shift_day_8,est_bin_no_shift_day_9,est_bin_shift_current_day_0,est_bin_shift_current_day_1,est_bin_shift_current_day_2,est_bin_shift_current_day_3,est_bin_shift_current_day_4,est_bin_shift_current_day_5,est_bin_shift_current_day_6,est_bin_shift_current_day_7,est_bin_shift_current_day_8,est_bin_shift_current_day_9,est_bin_shift_tailpull_day_0,est_bin_shift_tailpull_day_1,est_bin_shift_tailpull_day_2,est_bin_shift_tailpull_day_3,est_bin_shift_tailpull_day_4,est_bin_shift_tailpull_day_5,est_bin_shift_tailpull_day_6,est_bin_shift_tailpull_day_7,est_bin_shift_tailpull_day_8,est_bin_shift_tailpull_day_9
switch-registered_to_switch-success,6.000804,6.277656,7.947080,22.130238,0.500000,2.471295,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,284.000000,61.000000,53.000000,89.000000,1.823715,21.549060,45.505064,55.961763,55.811399,50.534025,43.561757,36.582187,30.295621,146.375409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,485.496519,2.484731,0.018290,0.000460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,340.741985,43.871524,21.649560,81.736931
